,1,2,3,4,5,6,7
Train,94.60007652071045,95.81860590757483,92.77394267266435,95.49953629185418,93.20237386737699,94.85173242431364,92.93974567036312
Test,96.07861015848059,96.50303834079038,95.53667363573378,95.80067027829698,95.5632012545578,95.5494764881305,95.28742734697168
